Wed Mar 16 15:18:41 2022    profiler/output.dat

         469879 function calls (466261 primitive calls) in 2.484 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    36/11    0.000    0.000    0.003    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3743(leaveWhitespace)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2813(parseImpl)
      104    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\traceback.py:309(walk_stack)
       26    0.000    0.000    0.002    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2021(_by_version)
       26    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2563(__init__)
       78    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\linecache.py:147(lazycache)
        2    0.000    0.000    0.004    0.002 C:\Users\veeti\AppData\Roaming\Python\Python310\site-packages\win32\lib\pywintypes.py:5(__import_pywin32_system_module__)
       21    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2707(parseImpl)
      195    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3392(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1478(_validate_resource_path)
      150    0.000    0.000    0.002    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2344(_normalize_cached)
       26    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.008    0.008 C:\Program Files\Python310\lib\zipfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
      174    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:420(_parse_letter_version)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1472(_fn)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       68    0.000    0.000    0.034    0.000 C:\Program Files\Python310\lib\re.py:249(compile)
       50    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2810(__getattr__)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:3153(_find_adapter)
       45    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1190(setName)
      126    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3923(ZeroOrMore)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1334(_path_hooks)
       35    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\sre_parse.py:258(getwhile)
       15    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4565(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       10    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\functools.py:35(update_wrapper)
       78    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\traceback.py:259(__init__)
       15    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\abc.py:105(__new__)
      116    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:314(<genexpr>)
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      158    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      179    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.008    0.008 C:\Users\veeti\AppData\Roaming\Python\Python310\site-packages\win32com\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4875(_makeTags)
      158    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4230(__init__)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\importlib\util.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2891(<listcomp>)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
    14/11    0.000    0.000    0.019    0.002 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        1    0.000    0.000    0.003    0.003 C:\Program Files\Python310\lib\plistlib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Program Files\Python310\lib\calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
       28    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3997(__init__)
       12    0.000    0.000    0.002    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2327(normalize_path)
       12    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2865(insert_on)
       22    0.000    0.000    0.000    0.000 {method 'size' of 'pygame.font.Font' objects}
      139    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3543(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4681(originalTextFor)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\pkgutil.py:1(<module>)
        7    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:1174(create_module)
       65    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       58    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\dataclasses.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:180(__new__)
       17    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\copyreg.py:109(_slotnames)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2385(yield_lines)
        1    0.000    0.000    0.010    0.010 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:1(<module>)
       17    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.003    0.003 C:\Program Files\Python310\lib\email\utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\email\charset.py:1(<module>)
       41    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:209(__init__)
      130    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1962(find_distributions)
      270    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1607(<setcomp>)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\posixpath.py:60(isabs)
        1    0.000    0.000    0.004    0.004 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Program Files\Python310\lib\email\header.py:1(<module>)
    24/10    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3737(parseImpl)
       43    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:221(dirname)
       12    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2774(activate)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:420(__setitem__)
      188    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2656(<genexpr>)
       67    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1103(ParserElement)
       40    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       68    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:82(__eq__)
       97    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\lzma.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\re.py:202(sub)
      118    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      100    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2863(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
       75    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.003    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4251(__init__)
       68    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:84(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       30    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\codecs.py:319(decode)
        1    0.000    0.000    0.019    0.019 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:3242(_initialize_master_working_set)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:980(__or__)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1304(safe_name)
       36    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2367(_is_unpacked_egg)
       18    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1396(has_metadata)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\email\_policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       19    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\genericpath.py:16(exists)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\traceback.py:288(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1204(setResultsName)
        8    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       29    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
      7/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.151    0.151 C:\Users\veeti\Desktop\Connect It\src\game.py:6(Init)
        1    0.000    0.000    0.003    0.003 C:\Program Files\Python310\lib\bz2.py:1(<module>)
        1    0.000    0.000    0.012    0.012 C:\Program Files\Python310\lib\email\feedparser.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\types.py:176(__get__)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\pprint.py:106(PrettyPrinter)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:89(__setitem__)
        1    0.000    0.000    0.001    0.001 C:\Users\veeti\Desktop\Connect It\src\editor.py:5(Init)
       95    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:203(<genexpr>)
        1    0.000    0.000    0.056    0.056 C:\Users\veeti\Desktop\Connect It\src\game.py:32(End_Game)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1403(get_metadata)
       11    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3851(__init__)
      4/3    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3859(parseImpl)
       19    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4017(__str__)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1610(_get)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\veeti\AppData\Roaming\Python\Python310\site-packages\win32com\__init__.py:27(SetupEnvironment)
       78    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2052(leaveWhitespace)
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       78    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:490(<lambda>)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2559(Distribution)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2546(_version_from_file)
       13    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:3268(<genexpr>)
        1    0.000    0.000    0.010    0.010 C:\Program Files\Python310\lib\email\_policybase.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2288(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:324(ParseResults)
       94    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4890(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:214(basename)
       18    0.000    0.000    0.009    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2006(_by_version_descending)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1929(__init__)
        3    0.000    0.000    0.034    0.011 C:\Program Files\Python310\lib\site-packages\pkg_resources\extern\__init__.py:29(load_module)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\pprint.py:1(<module>)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1393(_get_metadata_path)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\utils.py:1(<module>)
       74    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\tokenize.py:390(open)
       18    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2102(safe_listdir)
     12/2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:483(_create_)
        1    0.000    0.000    0.008    0.008 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:333(Specifier)
        1    0.000    0.000    0.118    0.118 C:\Users\veeti\AppData\Roaming\Python\Python310\site-packages\pygame\pkgdata.py:1(<module>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       19    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1598(_has)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:1026(_decompose)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       14    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:3235(<genexpr>)
        1    0.000    0.000    0.010    0.010 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\appdirs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\email\errors.py:1(<module>)
       17    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2431(parseImpl)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\zipfile.py:1181(ZipFile)
       10    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3945(__str__)
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\pkgutil.py:407(get_importer)
       46    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:74(__lt__)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\functools.py:800(singledispatch)
       13    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
       58    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:461(_parse_local_version)
        7    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\traceback.py:1(<module>)
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:1564(_parents)
       10    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2963(__str__)
       66    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:222(<setcomp>)
        1    0.000    0.000    0.003    0.003 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:267(Version)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.010    0.010 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:554(_build_master)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:470(__setattr__)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\string.py:69(__init_subclass__)
       18    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2352(_is_egg_path)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:263(LegacySpecifier)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.003    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1608(parseString)
      6/5    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4003(parseImpl)
       14    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2026(__call__)
        2    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4763(srange)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2751(charsAsStr)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.LoadModule}
        1    0.000    0.000    0.013    0.013 C:\Program Files\Python310\lib\email\parser.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\tempfile.py:638(SpooledTemporaryFile)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:76(<lambda>)
       42    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\email\_policybase.py:94(_append_doc)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\extern\__init__.py:57(find_spec)
       18    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2551(is_version_line)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3935(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\veeti\Desktop\Connect It\src\levels.py:44(Update_Page)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2768(_get_version)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\_compression.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\xml\parsers\expat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\__init__.py:1(<module>)
        1    0.000    0.000    0.056    0.056 C:\Users\veeti\Desktop\Connect It\src\interface.py:138(Button_Functionality)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:538(WorkingSet)
       18    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2359(_is_zip_egg)
        1    0.000    0.000    0.002    0.002 C:\Program Files\Python310\lib\email\_parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:1(<module>)
       13    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:653(__iter__)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\linecache.py:80(updatecache)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:668(<listcomp>)
       65    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3508(__str__)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:2977(_reload_version)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\email\charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\__future__.py:1(<module>)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:3143(_always_object)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.001    0.001 C:\Users\veeti\AppData\Roaming\Python\Python310\site-packages\win32\lib\pywintypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\email\encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:664(SpecifierSet)
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:122(_declare_state)
        1    0.000    0.000    0.010    0.010 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:541(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\importlib\_abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\tempfile.py:782(TemporaryDirectory)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\packaging\version.py:334(epoch)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3098(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\pkg_resources\__init__.py:339(get_provider)
